defect_id,lot_id,wafer_id,tool_id,process_step,defect_type,defect_density,x_coord_mm,y_coord_mm,timestamp
D-0001059,W2401-0134,W2401-0134-W25,CMP-01,cmp,particle,0.4318,77.65,131.09,2024-01-23T14:24:21
D-0001060,W2401-0134,W2401-0134-W23,CMP-01,cmp,particle,0.3878,-133.82,2.18,2024-01-23T11:54:21
D-0001061,W2401-0134,W2401-0134-W19,CMP-01,cmp,particle,0.4114,40.57,95.8,2024-01-23T12:53:21
D-0001062,W2401-0134,W2401-0134-W12,CMP-01,cmp,etch_pit,0.3572,-126.04,136.54,2024-01-23T12:56:21
D-0001063,W2401-0134,W2401-0134-W08,CMP-01,cmp,particle,0.2414,-113.42,-8.18,2024-01-23T12:11:21
D-0001064,W2401-0134,W2401-0134-W18,CMP-01,cmp,particle,0.4168,-16.8,72.91,2024-01-23T13:29:21
D-0001065,W2401-0134,W2401-0134-W05,CMP-01,cmp,void,0.3497,-132.24,-81.44,2024-01-23T11:57:21
D-0001066,W2401-0134,W2401-0134-W14,CMP-01,cmp,particle,0.2069,56.7,-115.9,2024-01-23T14:06:21
D-0001067,W2401-0134,W2401-0134-W16,CMP-01,cmp,patterning_defect,0.2387,117.34,52.7,2024-01-23T14:43:21
D-0001068,W2401-0135,W2401-0135-W09,CMP-02,cmp,particle,0.3937,10.57,-4.42,2024-01-23T16:22:55
D-0001069,W2401-0135,W2401-0135-W02,CMP-02,cmp,particle,0.3048,108.26,119.1,2024-01-23T15:25:55
D-0001070,W2401-0135,W2401-0135-W06,CMP-02,cmp,void,0.3368,51.77,64.46,2024-01-23T16:57:55
D-0001071,W2401-0135,W2401-0135-W12,CMP-02,cmp,particle,0.4426,-139.62,-98.42,2024-01-23T16:29:55
D-0001072,W2401-0135,W2401-0135-W22,CMP-02,cmp,bridge,0.2485,79.87,-85.44,2024-01-23T17:05:55
D-0001073,W2401-0135,W2401-0135-W06,CMP-02,cmp,particle,0.4061,-32.57,-137.66,2024-01-23T17:02:55
D-0001074,W2401-0135,W2401-0135-W20,CMP-02,cmp,scratch,0.2956,-43.98,-13.14,2024-01-23T17:05:55
D-0001075,W2401-0135,W2401-0135-W22,CMP-02,cmp,particle,0.2972,-17.14,54.43,2024-01-23T15:40:55
D-0001076,W2401-0135,W2401-0135-W14,CMP-02,cmp,particle,0.2296,23.26,143.8,2024-01-23T16:57:55
D-0001077,W2401-0135,W2401-0135-W23,CMP-02,cmp,void,0.4194,-106.67,-53.09,2024-01-23T18:32:55
D-0001078,W2401-0135,W2401-0135-W04,CMP-02,cmp,bridge,0.4237,96.39,-33.26,2024-01-23T15:25:55
D-0001079,W2401-0135,W2401-0135-W16,CMP-02,cmp,etch_pit,0.2544,-40.53,142.81,2024-01-23T18:52:55
D-0001080,W2401-0135,W2401-0135-W21,CMP-02,cmp,particle,0.2645,83.97,-64.94,2024-01-23T16:18:55
D-0001081,W2401-0135,W2401-0135-W23,CMP-02,cmp,void,0.2281,11.38,-82.8,2024-01-23T15:59:55
D-0001082,W2401-0135,W2401-0135-W10,CMP-02,cmp,particle,0.2732,-129.34,-141.97,2024-01-23T16:41:55
D-0001083,W2401-0135,W2401-0135-W04,CMP-02,cmp,void,0.3502,92.23,93.59,2024-01-23T16:44:55
D-0001084,W2401-0135,W2401-0135-W08,CMP-02,cmp,particle,0.2252,122.65,-36.64,2024-01-23T18:28:55
D-0001085,W2401-0135,W2401-0135-W12,CMP-02,cmp,void,0.3786,145.77,59.09,2024-01-23T17:07:55
D-0001086,W2401-0136,W2401-0136-W08,DIFF-02,diffusion,bridge,0.0849,108.03,-79.66,2024-01-23T21:57:39
D-0001087,W2401-0136,W2401-0136-W03,DIFF-02,diffusion,particle,0.0361,95.42,113.38,2024-01-23T20:47:39
D-0001088,W2401-0136,W2401-0136-W16,DIFF-02,diffusion,void,0.0715,-102.67,1.66,2024-01-23T23:03:39
D-0001089,W2401-0136,W2401-0136-W19,DIFF-02,diffusion,etch_pit,0.0784,-112.56,-8.21,2024-01-23T21:58:39
D-0001090,W2401-0136,W2401-0136-W11,DIFF-02,diffusion,scratch,0.0712,108.54,-108.23,2024-01-23T22:54:39
D-0001091,W2401-0137,W2401-0137-W15,CMP-02,cmp,patterning_defect,0.0364,-119.65,-79.21,2024-01-24T01:33:49
D-0001092,W2401-0137,W2401-0137-W25,CMP-02,cmp,bridge,0.0505,-47.27,-71.64,2024-01-24T01:34:49
D-0001093,W2401-0137,W2401-0137-W21,CMP-02,cmp,particle,0.0637,29.37,-101.09,2024-01-24T03:05:49
D-0001094,W2401-0137,W2401-0137-W13,CMP-02,cmp,particle,0.0337,-61.77,77.0,2024-01-24T01:32:49
D-0001095,W2401-0138,W2401-0138-W14,DEP-02,deposition,bridge,0.3512,-138.07,-129.73,2024-01-24T04:19:47
D-0001096,W2401-0138,W2401-0138-W01,DEP-02,deposition,particle,0.2371,0.01,-112.49,2024-01-24T05:31:47
D-0001097,W2401-0138,W2401-0138-W09,DEP-02,deposition,bridge,0.3546,147.48,75.29,2024-01-24T05:56:47
D-0001098,W2401-0138,W2401-0138-W22,DEP-02,deposition,void,0.2806,-3.97,-57.55,2024-01-24T04:51:47
D-0001099,W2401-0138,W2401-0138-W17,DEP-02,deposition,particle,0.272,-17.19,95.76,2024-01-24T05:10:47
D-0001100,W2401-0138,W2401-0138-W17,DEP-02,deposition,bridge,0.4176,51.17,-34.77,2024-01-24T04:34:47
D-0001101,W2401-0138,W2401-0138-W19,DEP-02,deposition,particle,0.2927,75.02,55.2,2024-01-24T05:36:47
D-0001102,W2401-0138,W2401-0138-W05,DEP-02,deposition,etch_pit,0.2721,4.83,-59.52,2024-01-24T04:04:47
D-0001103,W2401-0138,W2401-0138-W15,DEP-02,deposition,particle,0.2902,-145.93,45.51,2024-01-24T05:29:47
D-0001104,W2401-0138,W2401-0138-W22,DEP-02,deposition,particle,0.3539,-128.86,99.78,2024-01-24T04:45:47
D-0001105,W2401-0138,W2401-0138-W11,DEP-02,deposition,particle,0.3736,125.41,-7.19,2024-01-24T06:50:47
D-0001106,W2401-0138,W2401-0138-W05,DEP-02,deposition,particle,0.2551,117.15,-20.49,2024-01-24T06:02:47
D-0001107,W2401-0138,W2401-0138-W16,DEP-02,deposition,void,0.3338,51.2,-140.0,2024-01-24T05:00:47
D-0001108,W2401-0138,W2401-0138-W17,DEP-02,deposition,etch_pit,0.3665,-31.77,53.47,2024-01-24T04:38:47
D-0001109,W2401-0138,W2401-0138-W02,DEP-02,deposition,void,0.4384,82.67,-71.61,2024-01-24T05:21:47
D-0001110,W2401-0138,W2401-0138-W01,DEP-02,deposition,void,0.4842,30.99,-105.85,2024-01-24T04:44:47
D-0001111,W2401-0138,W2401-0138-W19,DEP-02,deposition,particle,0.2435,120.63,28.66,2024-01-24T05:48:47
D-0001112,W2401-0138,W2401-0138-W14,DEP-02,deposition,patterning_defect,0.4374,-55.35,54.18,2024-01-24T07:01:47
D-0001113,W2401-0139,W2401-0139-W14,LIT-02,litho,void,0.0689,0.06,113.79,2024-01-24T09:34:48
D-0001114,W2401-0139,W2401-0139-W23,LIT-02,litho,scratch,0.0304,-18.97,-126.06,2024-01-24T10:27:48
D-0001115,W2401-0139,W2401-0139-W01,LIT-02,litho,scratch,0.0725,-71.62,102.83,2024-01-24T09:29:48
D-0001116,W2401-0139,W2401-0139-W07,LIT-02,litho,etch_pit,0.07,-110.19,68.14,2024-01-24T08:13:48
D-0001117,W2401-0139,W2401-0139-W02,LIT-02,litho,etch_pit,0.024,42.75,-5.32,2024-01-24T07:54:48
D-0001118,W2401-0139,W2401-0139-W25,LIT-02,litho,particle,0.0472,-38.44,115.33,2024-01-24T09:16:48
D-0001119,W2401-0140,W2401-0140-W04,IMP-01,implant,patterning_defect,0.0185,-100.01,83.27,2024-01-24T12:11:30
D-0001120,W2401-0140,W2401-0140-W20,IMP-01,implant,etch_pit,0.0398,-62.89,100.47,2024-01-24T13:14:30
D-0001121,W2401-0140,W2401-0140-W19,IMP-01,implant,bridge,0.0126,-96.64,-118.14,2024-01-24T13:19:30
D-0001122,W2401-0140,W2401-0140-W19,IMP-01,implant,particle,0.0568,91.33,-93.22,2024-01-24T12:17:30
D-0001123,W2401-0140,W2401-0140-W24,IMP-01,implant,void,0.0869,20.45,14.78,2024-01-24T11:55:30
D-0001124,W2401-0140,W2401-0140-W09,IMP-01,implant,scratch,0.0418,-1.35,-125.93,2024-01-24T13:19:30
D-0001125,W2401-0140,W2401-0140-W18,IMP-01,implant,particle,0.0157,-10.56,115.34,2024-01-24T11:35:30
D-0001126,W2401-0140,W2401-0140-W07,IMP-01,implant,etch_pit,0.0164,126.31,-16.2,2024-01-24T14:50:30
D-0001127,W2401-0141,W2401-0141-W11,IMP-01,implant,bridge,0.0853,-62.22,-89.91,2024-01-24T16:44:58
D-0001128,W2401-0141,W2401-0141-W14,IMP-01,implant,etch_pit,0.0247,124.21,-36.73,2024-01-24T16:54:58
D-0001129,W2401-0141,W2401-0141-W04,IMP-01,implant,etch_pit,0.0452,18.83,84.19,2024-01-24T17:47:58
D-0001130,W2401-0141,W2401-0141-W08,IMP-01,implant,patterning_defect,0.0104,-82.76,18.72,2024-01-24T19:06:58
D-0001131,W2401-0142,W2401-0142-W25,ETCH-01,etch,patterning_defect,0.0308,-102.43,-44.76,2024-01-24T22:43:15
D-0001132,W2401-0142,W2401-0142-W20,ETCH-01,etch,etch_pit,0.054,-116.6,30.88,2024-01-24T22:45:15
D-0001133,W2401-0142,W2401-0142-W20,ETCH-01,etch,scratch,0.047,-101.91,76.92,2024-01-24T20:23:15
D-0001134,W2401-0142,W2401-0142-W18,ETCH-01,etch,etch_pit,0.0228,21.63,96.03,2024-01-24T20:33:15
D-0001135,W2401-0142,W2401-0142-W12,ETCH-01,etch,bridge,0.0339,81.18,94.5,2024-01-24T19:52:15
D-0001136,W2401-0142,W2401-0142-W05,ETCH-01,etch,etch_pit,0.0675,-14.14,43.47,2024-01-24T23:07:15
D-0001137,W2401-0142,W2401-0142-W06,ETCH-01,etch,void,0.0233,43.07,-42.94,2024-01-24T20:29:15
D-0001138,W2401-0143,W2401-0143-W16,CMP-01,cmp,scratch,0.0699,25.74,-142.03,2024-01-25T02:58:00
D-0001139,W2401-0143,W2401-0143-W01,CMP-01,cmp,void,0.0537,-59.2,-148.17,2024-01-25T03:04:00
D-0001140,W2401-0143,W2401-0143-W16,CMP-01,cmp,patterning_defect,0.0703,103.25,-142.53,2024-01-25T00:04:00
D-0001141,W2401-0143,W2401-0143-W18,CMP-01,cmp,particle,0.0672,-118.22,137.03,2024-01-25T00:36:00
D-0001142,W2401-0143,W2401-0143-W20,CMP-01,cmp,particle,0.0249,-125.83,-38.32,2024-01-25T01:09:00
D-0001143,W2401-0143,W2401-0143-W08,CMP-01,cmp,bridge,0.0324,12.58,123.33,2024-01-25T02:22:00
D-0001144,W2401-0143,W2401-0143-W08,CMP-01,cmp,scratch,0.0226,136.22,-75.31,2024-01-25T00:37:00
D-0001145,W2401-0143,W2401-0143-W01,CMP-01,cmp,patterning_defect,0.0296,-128.96,-103.12,2024-01-25T01:28:00
D-0001146,W2401-0144,W2401-0144-W12,DIFF-02,diffusion,etch_pit,0.0148,35.22,68.36,2024-01-25T04:49:22
D-0001147,W2401-0144,W2401-0144-W10,DIFF-02,diffusion,scratch,0.0674,118.44,-81.64,2024-01-25T05:06:22
D-0001148,W2401-0144,W2401-0144-W19,DIFF-02,diffusion,void,0.0544,17.96,58.15,2024-01-25T04:16:22
D-0001149,W2401-0144,W2401-0144-W20,DIFF-02,diffusion,scratch,0.0721,-91.56,-100.66,2024-01-25T04:26:22
D-0001150,W2401-0144,W2401-0144-W13,DIFF-02,diffusion,patterning_defect,0.0574,-109.59,92.93,2024-01-25T03:29:22
D-0001151,W2401-0144,W2401-0144-W12,DIFF-02,diffusion,bridge,0.0692,148.95,-80.31,2024-01-25T03:55:22
D-0001152,W2401-0145,W2401-0145-W25,IMP-01,implant,scratch,0.0229,23.78,-16.59,2024-01-25T09:16:41
D-0001153,W2401-0145,W2401-0145-W25,IMP-01,implant,bridge,0.035,111.62,30.14,2024-01-25T08:25:41
D-0001154,W2401-0145,W2401-0145-W02,IMP-01,implant,particle,0.0294,-1.07,-89.97,2024-01-25T09:54:41
D-0001155,W2401-0145,W2401-0145-W15,IMP-01,implant,scratch,0.0397,-101.3,121.11,2024-01-25T09:29:41
D-0001156,W2401-0145,W2401-0145-W06,IMP-01,implant,bridge,0.0794,41.99,19.77,2024-01-25T09:45:41
D-0001157,W2401-0145,W2401-0145-W11,IMP-01,implant,bridge,0.0737,25.62,-95.12,2024-01-25T09:45:41
D-0001158,W2401-0146,W2401-0146-W23,LIT-01,litho,particle,0.3204,-79.83,-29.57,2024-01-25T13:29:09
D-0001159,W2401-0146,W2401-0146-W09,LIT-01,litho,particle,0.2378,105.21,38.61,2024-01-25T13:23:09
D-0001160,W2401-0146,W2401-0146-W09,LIT-01,litho,particle,0.4243,-106.72,-141.43,2024-01-25T14:19:09
D-0001161,W2401-0146,W2401-0146-W14,LIT-01,litho,particle,0.4022,-80.89,-147.66,2024-01-25T14:12:09
D-0001162,W2401-0146,W2401-0146-W06,LIT-01,litho,scratch,0.4198,119.91,-55.01,2024-01-25T12:16:09
D-0001163,W2401-0146,W2401-0146-W09,LIT-01,litho,particle,0.2416,-117.44,-43.56,2024-01-25T12:39:09
D-0001164,W2401-0146,W2401-0146-W11,LIT-01,litho,particle,0.2794,-68.27,65.5,2024-01-25T12:16:09
D-0001165,W2401-0146,W2401-0146-W04,LIT-01,litho,particle,0.2263,-78.15,101.71,2024-01-25T13:53:09
D-0001166,W2401-0146,W2401-0146-W15,LIT-01,litho,particle,0.3478,41.04,-71.24,2024-01-25T14:15:09
D-0001167,W2401-0146,W2401-0146-W05,LIT-01,litho,particle,0.3853,107.27,-103.31,2024-01-25T12:04:09
D-0001168,W2401-0146,W2401-0146-W17,LIT-01,litho,particle,0.377,-73.2,88.77,2024-01-25T13:03:09
D-0001169,W2401-0146,W2401-0146-W23,LIT-01,litho,etch_pit,0.3978,27.03,70.31,2024-01-25T11:42:09
D-0001170,W2401-0146,W2401-0146-W10,LIT-01,litho,void,0.3208,-136.65,-2.17,2024-01-25T13:18:09
D-0001171,W2401-0147,W2401-0147-W07,DEP-01,deposition,patterning_defect,0.0805,76.75,26.5,2024-01-25T18:09:34
D-0001172,W2401-0147,W2401-0147-W14,DEP-01,deposition,void,0.0386,35.02,-131.97,2024-01-25T17:14:34
D-0001173,W2401-0147,W2401-0147-W15,DEP-01,deposition,etch_pit,0.0632,137.09,-67.07,2024-01-25T18:00:34
D-0001174,W2401-0147,W2401-0147-W11,DEP-01,deposition,bridge,0.0728,-41.94,8.13,2024-01-25T16:36:34
D-0001175,W2401-0147,W2401-0147-W24,DEP-01,deposition,void,0.0878,-53.45,-18.7,2024-01-25T19:10:34
D-0001176,W2401-0147,W2401-0147-W16,DEP-01,deposition,particle,0.0731,-143.64,2.36,2024-01-25T17:28:34
D-0001177,W2401-0147,W2401-0147-W16,DEP-01,deposition,particle,0.0568,-98.85,-58.07,2024-01-25T16:42:34
D-0001178,W2401-0147,W2401-0147-W25,DEP-01,deposition,bridge,0.0355,-37.78,85.15,2024-01-25T17:27:34
D-0001179,W2401-0148,W2401-0148-W18,DIFF-02,diffusion,particle,0.2459,-44.59,75.98,2024-01-25T21:40:13
D-0001180,W2401-0148,W2401-0148-W06,DIFF-02,diffusion,particle,0.399,129.28,-28.09,2024-01-25T22:37:13
D-0001181,W2401-0148,W2401-0148-W10,DIFF-02,diffusion,particle,0.3381,-92.77,77.62,2024-01-25T20:10:13
D-0001182,W2401-0148,W2401-0148-W21,DIFF-02,diffusion,particle,0.4128,-98.48,-100.57,2024-01-25T20:34:13
D-0001183,W2401-0148,W2401-0148-W03,DIFF-02,diffusion,particle,0.3433,28.02,85.84,2024-01-25T21:59:13
D-0001184,W2401-0148,W2401-0148-W23,DIFF-02,diffusion,scratch,0.2986,98.78,-16.87,2024-01-25T19:58:13
D-0001185,W2401-0148,W2401-0148-W14,DIFF-02,diffusion,particle,0.2656,98.65,-46.88,2024-01-25T19:37:13
D-0001186,W2401-0148,W2401-0148-W19,DIFF-02,diffusion,particle,0.2486,-129.11,100.11,2024-01-25T22:09:13
D-0001187,W2401-0148,W2401-0148-W02,DIFF-02,diffusion,particle,0.2579,-126.69,70.72,2024-01-25T19:45:13
D-0001188,W2401-0148,W2401-0148-W19,DIFF-02,diffusion,particle,0.2927,-89.16,35.52,2024-01-25T19:58:13
D-0001189,W2401-0148,W2401-0148-W06,DIFF-02,diffusion,particle,0.3159,-123.12,27.38,2024-01-25T21:01:13
D-0001190,W2401-0148,W2401-0148-W01,DIFF-02,diffusion,scratch,0.305,-142.66,8.61,2024-01-25T21:22:13
D-0001191,W2401-0148,W2401-0148-W16,DIFF-02,diffusion,scratch,0.2801,-65.27,-115.95,2024-01-25T22:19:13
D-0001192,W2401-0148,W2401-0148-W24,DIFF-02,diffusion,particle,0.4101,-7.75,-19.09,2024-01-25T19:57:13
D-0001193,W2401-0149,W2401-0149-W10,DEP-02,deposition,particle,0.3672,130.94,-145.92,2024-01-26T01:32:54
D-0001194,W2401-0149,W2401-0149-W11,DEP-02,deposition,particle,0.2686,-68.13,-122.14,2024-01-26T00:54:54
D-0001195,W2401-0149,W2401-0149-W22,DEP-02,deposition,particle,0.2824,-115.83,143.95,2024-01-25T23:56:54
D-0001196,W2401-0149,W2401-0149-W14,DEP-02,deposition,particle,0.4,87.18,-71.83,2024-01-26T02:08:54
D-0001197,W2401-0149,W2401-0149-W03,DEP-02,deposition,patterning_defect,0.3039,130.73,64.19,2024-01-26T00:45:54
D-0001198,W2401-0149,W2401-0149-W12,DEP-02,deposition,particle,0.4488,-114.34,74.16,2024-01-26T01:03:54
D-0001199,W2401-0149,W2401-0149-W06,DEP-02,deposition,particle,0.4044,-33.27,-41.12,2024-01-26T00:53:54
D-0001200,W2401-0149,W2401-0149-W25,DEP-02,deposition,particle,0.4604,-86.89,-74.2,2024-01-26T00:20:54
D-0001201,W2401-0149,W2401-0149-W06,DEP-02,deposition,void,0.2326,-66.32,-21.29,2024-01-25T23:23:54
D-0001202,W2401-0149,W2401-0149-W16,DEP-02,deposition,particle,0.3153,3.46,-17.47,2024-01-25T23:28:54
D-0001203,W2401-0149,W2401-0149-W16,DEP-02,deposition,void,0.3781,-97.61,58.81,2024-01-25T23:16:54
D-0001204,W2401-0149,W2401-0149-W06,DEP-02,deposition,particle,0.2814,-57.32,80.91,2024-01-25T23:25:54
D-0001205,W2401-0149,W2401-0149-W25,DEP-02,deposition,particle,0.2813,-46.09,83.71,2024-01-26T02:29:54
D-0001206,W2401-0149,W2401-0149-W07,DEP-02,deposition,scratch,0.3288,-72.85,20.94,2024-01-25T23:08:54
D-0001207,W2401-0149,W2401-0149-W06,DEP-02,deposition,particle,0.3022,10.75,73.12,2024-01-26T00:42:54
D-0001208,W2401-0149,W2401-0149-W25,DEP-02,deposition,particle,0.3766,-136.64,56.09,2024-01-25T23:50:54
D-0001209,W2401-0149,W2401-0149-W07,DEP-02,deposition,scratch,0.4255,-69.67,45.55,2024-01-25T23:06:54
D-0001210,W2401-0149,W2401-0149-W20,DEP-02,deposition,particle,0.3602,-48.51,114.92,2024-01-26T01:09:54
D-0001211,W2401-0149,W2401-0149-W24,DEP-02,deposition,etch_pit,0.2688,-32.54,-66.0,2024-01-26T00:28:54
D-0001212,W2401-0149,W2401-0149-W25,DEP-02,deposition,scratch,0.2245,88.83,24.3,2024-01-26T00:02:54
D-0001213,W2401-0150,W2401-0150-W18,DIFF-02,diffusion,particle,0.368,-134.13,-3.36,2024-01-26T05:44:43
D-0001214,W2401-0150,W2401-0150-W21,DIFF-02,diffusion,particle,0.2235,-82.81,1.55,2024-01-26T05:12:43
D-0001215,W2401-0150,W2401-0150-W09,DIFF-02,diffusion,particle,0.3143,-30.94,-37.2,2024-01-26T05:17:43
D-0001216,W2401-0150,W2401-0150-W25,DIFF-02,diffusion,particle,0.363,106.13,112.78,2024-01-26T04:04:43
D-0001217,W2401-0150,W2401-0150-W14,DIFF-02,diffusion,bridge,0.2328,112.3,76.0,2024-01-26T04:42:43
D-0001218,W2401-0150,W2401-0150-W18,DIFF-02,diffusion,etch_pit,0.4253,84.08,-39.41,2024-01-26T04:15:43
D-0001219,W2401-0150,W2401-0150-W23,DIFF-02,diffusion,particle,0.2932,5.22,32.46,2024-01-26T03:07:43
D-0001220,W2401-0150,W2401-0150-W02,DIFF-02,diffusion,particle,0.3188,58.34,22.91,2024-01-26T03:27:43
D-0001221,W2401-0150,W2401-0150-W01,DIFF-02,diffusion,void,0.277,-136.78,-13.58,2024-01-26T05:22:43
D-0001222,W2401-0150,W2401-0150-W13,DIFF-02,diffusion,particle,0.4441,-40.72,75.36,2024-01-26T04:48:43
D-0001223,W2401-0150,W2401-0150-W02,DIFF-02,diffusion,particle,0.2091,61.35,-16.63,2024-01-26T04:47:43
D-0001224,W2401-0150,W2401-0150-W19,DIFF-02,diffusion,particle,0.2528,-30.89,43.09,2024-01-26T05:49:43
D-0001225,W2401-0150,W2401-0150-W07,DIFF-02,diffusion,particle,0.3011,59.85,115.52,2024-01-26T03:29:43
D-0001226,W2401-0150,W2401-0150-W18,DIFF-02,diffusion,etch_pit,0.2458,-94.34,-26.73,2024-01-26T05:00:43
D-0001227,W2401-0150,W2401-0150-W19,DIFF-02,diffusion,particle,0.394,34.06,80.79,2024-01-26T04:54:43
D-0001228,W2401-0150,W2401-0150-W17,DIFF-02,diffusion,particle,0.3077,-84.03,77.46,2024-01-26T05:52:43
D-0001229,W2401-0150,W2401-0150-W20,DIFF-02,diffusion,void,0.2117,-8.72,-87.84,2024-01-26T04:45:43
D-0001230,W2401-0150,W2401-0150-W07,DIFF-02,diffusion,particle,0.4033,58.52,57.69,2024-01-26T05:07:43
D-0001231,W2401-0150,W2401-0150-W25,DIFF-02,diffusion,particle,0.3,72.08,-55.16,2024-01-26T05:42:43
D-0001232,W2401-0151,W2401-0151-W01,DIFF-02,diffusion,etch_pit,0.0609,21.16,-107.58,2024-01-26T07:51:26
D-0001233,W2401-0151,W2401-0151-W23,DIFF-02,diffusion,void,0.031,106.22,-23.07,2024-01-26T10:20:26
D-0001234,W2401-0151,W2401-0151-W25,DIFF-02,diffusion,particle,0.0791,54.47,-17.05,2024-01-26T09:05:26
D-0001235,W2401-0151,W2401-0151-W13,DIFF-02,diffusion,scratch,0.0771,78.24,-29.14,2024-01-26T08:02:26
D-0001236,W2401-0151,W2401-0151-W19,DIFF-02,diffusion,patterning_defect,0.0641,113.14,-7.58,2024-01-26T10:48:26
D-0001237,W2401-0151,W2401-0151-W19,DIFF-02,diffusion,bridge,0.0713,2.67,34.48,2024-01-26T10:13:26
D-0001238,W2401-0152,W2401-0152-W18,IMP-02,implant,patterning_defect,0.0492,18.43,-24.23,2024-01-26T13:01:31
D-0001239,W2401-0152,W2401-0152-W25,IMP-02,implant,scratch,0.0743,-10.83,-12.65,2024-01-26T11:40:31
D-0001240,W2401-0152,W2401-0152-W18,IMP-02,implant,void,0.0764,33.0,-97.86,2024-01-26T14:09:31
D-0001241,W2401-0152,W2401-0152-W10,IMP-02,implant,scratch,0.0265,58.25,10.6,2024-01-26T14:29:31
D-0001242,W2401-0152,W2401-0152-W08,IMP-02,implant,patterning_defect,0.017,80.78,136.38,2024-01-26T12:56:31
D-0001243,W2401-0152,W2401-0152-W22,IMP-02,implant,patterning_defect,0.0581,-143.26,-64.88,2024-01-26T14:57:31
D-0001244,W2401-0152,W2401-0152-W19,IMP-02,implant,bridge,0.0435,-141.02,-35.65,2024-01-26T12:24:31
D-0001245,W2401-0152,W2401-0152-W03,IMP-02,implant,bridge,0.0756,-18.12,-148.41,2024-01-26T12:45:31
D-0001246,W2401-0153,W2401-0153-W17,DIFF-01,diffusion,scratch,0.0899,-79.86,122.91,2024-01-26T18:34:07
D-0001247,W2401-0153,W2401-0153-W25,DIFF-01,diffusion,scratch,0.0729,92.89,58.82,2024-01-26T18:44:07
D-0001248,W2401-0153,W2401-0153-W23,DIFF-01,diffusion,bridge,0.0692,-10.16,11.56,2024-01-26T17:10:07
D-0001249,W2401-0153,W2401-0153-W16,DIFF-01,diffusion,void,0.0842,-33.86,-36.68,2024-01-26T18:08:07
D-0001250,W2401-0153,W2401-0153-W09,DIFF-01,diffusion,bridge,0.0642,-46.57,43.27,2024-01-26T17:52:07
D-0001251,W2401-0153,W2401-0153-W25,DIFF-01,diffusion,etch_pit,0.0837,-118.32,44.85,2024-01-26T16:28:07
D-0001252,W2401-0153,W2401-0153-W25,DIFF-01,diffusion,bridge,0.0678,-106.71,104.28,2024-01-26T17:34:07
D-0001253,W2401-0153,W2401-0153-W03,DIFF-01,diffusion,scratch,0.026,-15.27,-135.18,2024-01-26T17:25:07
D-0001254,W2401-0154,W2401-0154-W20,DIFF-01,diffusion,patterning_defect,0.043,-60.09,-16.01,2024-01-26T19:10:42
D-0001255,W2401-0154,W2401-0154-W07,DIFF-01,diffusion,particle,0.0603,-139.63,41.91,2024-01-26T19:14:42
D-0001256,W2401-0154,W2401-0154-W15,DIFF-01,diffusion,scratch,0.022,-99.65,132.87,2024-01-26T21:18:42
D-0001257,W2401-0154,W2401-0154-W06,DIFF-01,diffusion,bridge,0.0716,99.21,102.05,2024-01-26T20:21:42
D-0001258,W2401-0155,W2401-0155-W22,ETCH-01,etch,etch_pit,0.0466,4.87,47.61,2024-01-27T00:43:50
D-0001259,W2401-0155,W2401-0155-W19,ETCH-01,etch,scratch,0.0617,39.14,-122.53,2024-01-27T01:04:50
D-0001260,W2401-0155,W2401-0155-W18,ETCH-01,etch,particle,0.085,55.26,65.33,2024-01-27T00:55:50
D-0001261,W2401-0155,W2401-0155-W04,ETCH-01,etch,scratch,0.0478,-32.21,-144.36,2024-01-26T23:25:50
D-0001262,W2401-0156,W2401-0156-W05,IMP-02,implant,etch_pit,0.0292,-113.23,-132.07,2024-01-27T06:40:10
D-0001263,W2401-0156,W2401-0156-W06,IMP-02,implant,patterning_defect,0.0437,51.41,113.94,2024-01-27T04:38:10
D-0001264,W2401-0156,W2401-0156-W09,IMP-02,implant,scratch,0.0742,-35.32,44.99,2024-01-27T06:11:10
D-0001265,W2401-0156,W2401-0156-W09,IMP-02,implant,scratch,0.0518,95.75,-4.6,2024-01-27T03:28:10
D-0001266,W2401-0156,W2401-0156-W03,IMP-02,implant,scratch,0.0689,-61.02,48.25,2024-01-27T06:15:10
D-0001267,W2401-0156,W2401-0156-W05,IMP-02,implant,scratch,0.0626,-37.57,-27.47,2024-01-27T03:31:10
D-0001268,W2401-0156,W2401-0156-W19,IMP-02,implant,particle,0.0841,136.13,-12.36,2024-01-27T04:30:10
D-0001269,W2401-0156,W2401-0156-W01,IMP-02,implant,scratch,0.0828,20.82,-28.29,2024-01-27T06:55:10
D-0001270,W2401-0157,W2401-0157-W08,IMP-02,implant,bridge,0.0619,-15.24,-109.71,2024-01-27T10:37:06
D-0001271,W2401-0157,W2401-0157-W10,IMP-02,implant,scratch,0.0355,102.65,116.64,2024-01-27T08:42:06
D-0001272,W2401-0157,W2401-0157-W02,IMP-02,implant,void,0.0278,78.7,-72.76,2024-01-27T10:36:06
D-0001273,W2401-0157,W2401-0157-W03,IMP-02,implant,bridge,0.0752,86.35,83.11,2024-01-27T08:35:06
D-0001274,W2401-0158,W2401-0158-W08,DEP-03,deposition,etch_pit,0.0762,-67.95,112.4,2024-01-27T13:20:35
D-0001275,W2401-0158,W2401-0158-W18,DEP-03,deposition,particle,0.0382,64.62,-14.37,2024-01-27T13:17:35
