reading_id,lot_id,tool_id,process_step,parameter_name,parameter_value,alert_flag,timestamp
SR-0000549,W2401-0055,CMP-01,cmp,friction_coeff,0.3324,0,2024-01-10T05:46:42
SR-0000550,W2401-0055,CMP-01,cmp,friction_coeff,0.4084,0,2024-01-10T05:55:42
SR-0000551,W2401-0056,LIT-03,litho,exposure_energy_mj,24.9729,0,2024-01-10T09:06:58
SR-0000552,W2401-0056,LIT-03,litho,exposure_energy_mj,24.8013,0,2024-01-10T09:11:58
SR-0000553,W2401-0056,LIT-03,litho,focus_offset_nm,2.4444,0,2024-01-10T09:22:58
SR-0000554,W2401-0056,LIT-03,litho,focus_offset_nm,0.9708,0,2024-01-10T09:28:58
SR-0000555,W2401-0056,LIT-03,litho,stage_temp_c,22.0696,0,2024-01-10T09:37:58
SR-0000556,W2401-0056,LIT-03,litho,stage_temp_c,21.7211,0,2024-01-10T09:46:58
SR-0000557,W2401-0056,LIT-03,litho,humidity_pct,45.6212,0,2024-01-10T09:53:58
SR-0000558,W2401-0056,LIT-03,litho,humidity_pct,44.826,0,2024-01-10T10:01:58
SR-0000559,W2401-0056,LIT-03,litho,dose_uniformity_pct,98.9717,0,2024-01-10T10:09:58
SR-0000560,W2401-0056,LIT-03,litho,dose_uniformity_pct,98.7522,0,2024-01-10T10:16:58
SR-0000561,W2401-0057,DEP-02,deposition,dep_temp_c,300.316,0,2024-01-10T12:54:40
SR-0000562,W2401-0057,DEP-02,deposition,dep_temp_c,304.0579,0,2024-01-10T13:03:40
SR-0000563,W2401-0057,DEP-02,deposition,dep_pressure_mtorr,4.9683,0,2024-01-10T13:12:40
SR-0000564,W2401-0057,DEP-02,deposition,dep_pressure_mtorr,5.0506,0,2024-01-10T13:17:40
SR-0000565,W2401-0057,DEP-02,deposition,rf_power_w,363.8714,0,2024-01-10T13:28:40
SR-0000566,W2401-0057,DEP-02,deposition,rf_power_w,367.3463,0,2024-01-10T13:34:40
SR-0000567,W2401-0057,DEP-02,deposition,precursor_flow_sccm,28.9032,0,2024-01-10T13:42:40
SR-0000568,W2401-0057,DEP-02,deposition,precursor_flow_sccm,27.8131,0,2024-01-10T13:52:40
SR-0000569,W2401-0057,DEP-02,deposition,film_thickness_nm,48.2245,0,2024-01-10T14:00:40
SR-0000570,W2401-0057,DEP-02,deposition,film_thickness_nm,50.224,0,2024-01-10T14:06:40
SR-0000571,W2401-0058,LIT-02,litho,exposure_energy_mj,24.8436,0,2024-01-10T16:57:51
SR-0000572,W2401-0058,LIT-02,litho,exposure_energy_mj,25.0596,0,2024-01-10T17:05:51
SR-0000573,W2401-0058,LIT-02,litho,focus_offset_nm,1.7297,0,2024-01-10T17:13:51
SR-0000574,W2401-0058,LIT-02,litho,focus_offset_nm,-1.5825,0,2024-01-10T17:22:51
SR-0000575,W2401-0058,LIT-02,litho,stage_temp_c,21.8766,0,2024-01-10T17:29:51
SR-0000576,W2401-0058,LIT-02,litho,stage_temp_c,21.9968,0,2024-01-10T17:38:51
SR-0000577,W2401-0058,LIT-02,litho,humidity_pct,41.3607,0,2024-01-10T17:46:51
SR-0000578,W2401-0058,LIT-02,litho,humidity_pct,47.9228,0,2024-01-10T17:52:51
SR-0000579,W2401-0058,LIT-02,litho,dose_uniformity_pct,99.3518,0,2024-01-10T18:00:51
SR-0000580,W2401-0058,LIT-02,litho,dose_uniformity_pct,97.8765,0,2024-01-10T18:07:51
SR-0000581,W2401-0059,LIT-01,litho,exposure_energy_mj,23.9893,0,2024-01-10T21:24:36
SR-0000582,W2401-0059,LIT-01,litho,exposure_energy_mj,25.1163,0,2024-01-10T21:31:36
SR-0000583,W2401-0059,LIT-01,litho,focus_offset_nm,0.8083,0,2024-01-10T21:42:36
SR-0000584,W2401-0059,LIT-01,litho,focus_offset_nm,-0.4411,0,2024-01-10T21:50:36
SR-0000585,W2401-0059,LIT-01,litho,stage_temp_c,21.9861,0,2024-01-10T21:55:36
SR-0000586,W2401-0059,LIT-01,litho,stage_temp_c,22.2204,0,2024-01-10T22:03:36
SR-0000587,W2401-0059,LIT-01,litho,humidity_pct,47.5291,0,2024-01-10T22:14:36
SR-0000588,W2401-0059,LIT-01,litho,humidity_pct,44.1757,0,2024-01-10T22:21:36
SR-0000589,W2401-0059,LIT-01,litho,dose_uniformity_pct,98.851,0,2024-01-10T22:30:36
SR-0000590,W2401-0059,LIT-01,litho,dose_uniformity_pct,98.3142,0,2024-01-10T22:36:36
SR-0000591,W2401-0060,CMP-01,cmp,polish_pressure_psi,3.4243,0,2024-01-11T01:19:47
SR-0000592,W2401-0060,CMP-01,cmp,polish_pressure_psi,3.6833,0,2024-01-11T01:29:47
SR-0000593,W2401-0060,CMP-01,cmp,platen_speed_rpm,91.0292,0,2024-01-11T01:38:47
SR-0000594,W2401-0060,CMP-01,cmp,platen_speed_rpm,80.097,0,2024-01-11T01:45:47
SR-0000595,W2401-0060,CMP-01,cmp,slurry_flow_ml_min,204.1414,0,2024-01-11T01:54:47
SR-0000596,W2401-0060,CMP-01,cmp,slurry_flow_ml_min,216.0933,0,2024-01-11T02:00:47
SR-0000597,W2401-0060,CMP-01,cmp,removal_rate_ang_min,1591.404,0,2024-01-11T02:10:47
SR-0000598,W2401-0060,CMP-01,cmp,removal_rate_ang_min,1451.6912,0,2024-01-11T02:18:47
SR-0000599,W2401-0060,CMP-01,cmp,friction_coeff,0.3187,0,2024-01-11T02:25:47
SR-0000600,W2401-0060,CMP-01,cmp,friction_coeff,0.3789,0,2024-01-11T02:32:47
SR-0000601,W2401-0061,DIFF-01,diffusion,furnace_temp_c,946.896,0,2024-01-11T05:32:18
SR-0000602,W2401-0061,DIFF-01,diffusion,furnace_temp_c,945.5432,0,2024-01-11T05:42:18
SR-0000603,W2401-0061,DIFF-01,diffusion,ramp_rate_c_min,10.1705,0,2024-01-11T05:49:18
SR-0000604,W2401-0061,DIFF-01,diffusion,ramp_rate_c_min,9.9978,0,2024-01-11T05:57:18
SR-0000605,W2401-0061,DIFF-01,diffusion,ambient_pressure_torr,760.0257,0,2024-01-11T06:06:18
SR-0000606,W2401-0061,DIFF-01,diffusion,ambient_pressure_torr,759.4333,0,2024-01-11T06:15:18
SR-0000607,W2401-0061,DIFF-01,diffusion,gas_ratio,2.1205,0,2024-01-11T06:23:18
SR-0000608,W2401-0061,DIFF-01,diffusion,gas_ratio,1.9477,0,2024-01-11T06:30:18
SR-0000609,W2401-0061,DIFF-01,diffusion,anneal_time_min,33.2438,0,2024-01-11T06:37:18
SR-0000610,W2401-0061,DIFF-01,diffusion,anneal_time_min,30.7302,0,2024-01-11T06:45:18
SR-0000611,W2401-0062,IMP-01,implant,beam_current_ma,9.3967,0,2024-01-11T09:25:07
SR-0000612,W2401-0062,IMP-01,implant,beam_current_ma,10.3957,0,2024-01-11T09:31:07
SR-0000613,W2401-0062,IMP-01,implant,beam_energy_kev,48.5536,0,2024-01-11T09:39:07
SR-0000614,W2401-0062,IMP-01,implant,beam_energy_kev,49.3702,0,2024-01-11T09:49:07
SR-0000615,W2401-0062,IMP-01,implant,scan_speed_mm_s,92.9685,0,2024-01-11T09:55:07
SR-0000616,W2401-0062,IMP-01,implant,scan_speed_mm_s,99.5733,0,2024-01-11T10:03:07
SR-0000617,W2401-0062,IMP-01,implant,dose_uniformity_pct,99.022,0,2024-01-11T10:12:07
SR-0000618,W2401-0062,IMP-01,implant,dose_uniformity_pct,98.3219,0,2024-01-11T10:20:07
SR-0000619,W2401-0062,IMP-01,implant,tilt_angle_deg,7.3219,0,2024-01-11T10:29:07
SR-0000620,W2401-0062,IMP-01,implant,tilt_angle_deg,7.0286,0,2024-01-11T10:35:07
SR-0000621,W2401-0063,DEP-02,deposition,dep_temp_c,301.742,0,2024-01-11T13:12:40
SR-0000622,W2401-0063,DEP-02,deposition,dep_temp_c,304.239,0,2024-01-11T13:21:40
SR-0000623,W2401-0063,DEP-02,deposition,dep_pressure_mtorr,5.2114,0,2024-01-11T13:28:40
SR-0000624,W2401-0063,DEP-02,deposition,dep_pressure_mtorr,4.8931,0,2024-01-11T13:36:40
SR-0000625,W2401-0063,DEP-02,deposition,rf_power_w,363.3808,0,2024-01-11T13:42:40
SR-0000626,W2401-0063,DEP-02,deposition,rf_power_w,402.882,0,2024-01-11T13:50:40
SR-0000627,W2401-0063,DEP-02,deposition,precursor_flow_sccm,33.2406,0,2024-01-11T13:59:40
SR-0000628,W2401-0063,DEP-02,deposition,precursor_flow_sccm,31.2029,0,2024-01-11T14:07:40
SR-0000629,W2401-0063,DEP-02,deposition,film_thickness_nm,49.8592,0,2024-01-11T14:17:40
SR-0000630,W2401-0063,DEP-02,deposition,film_thickness_nm,49.8956,0,2024-01-11T14:23:40
SR-0000631,W2401-0064,IMP-01,implant,beam_current_ma,9.6397,0,2024-01-11T17:20:34
SR-0000632,W2401-0064,IMP-01,implant,beam_current_ma,9.543,0,2024-01-11T17:30:34
SR-0000633,W2401-0064,IMP-01,implant,beam_energy_kev,50.0738,0,2024-01-11T17:39:34
SR-0000634,W2401-0064,IMP-01,implant,beam_energy_kev,52.2324,0,2024-01-11T17:44:34
SR-0000635,W2401-0064,IMP-01,implant,scan_speed_mm_s,99.9286,0,2024-01-11T17:54:34
SR-0000636,W2401-0064,IMP-01,implant,scan_speed_mm_s,107.2961,0,2024-01-11T18:01:34
SR-0000637,W2401-0064,IMP-01,implant,dose_uniformity_pct,98.9024,0,2024-01-11T18:08:34
SR-0000638,W2401-0064,IMP-01,implant,dose_uniformity_pct,98.4483,0,2024-01-11T18:19:34
SR-0000639,W2401-0064,IMP-01,implant,tilt_angle_deg,7.1986,0,2024-01-11T18:25:34
SR-0000640,W2401-0064,IMP-01,implant,tilt_angle_deg,7.1364,0,2024-01-11T18:35:34
SR-0000641,W2401-0065,DEP-02,deposition,dep_temp_c,308.9714,0,2024-01-11T21:23:27
SR-0000642,W2401-0065,DEP-02,deposition,dep_temp_c,306.1592,0,2024-01-11T21:32:27
SR-0000643,W2401-0065,DEP-02,deposition,dep_pressure_mtorr,5.3557,0,2024-01-11T21:42:27
SR-0000644,W2401-0065,DEP-02,deposition,dep_pressure_mtorr,5.0432,0,2024-01-11T21:47:27
SR-0000645,W2401-0065,DEP-02,deposition,rf_power_w,363.9174,0,2024-01-11T21:56:27
SR-0000646,W2401-0065,DEP-02,deposition,rf_power_w,355.0211,0,2024-01-11T22:04:27
SR-0000647,W2401-0065,DEP-02,deposition,precursor_flow_sccm,30.6274,0,2024-01-11T22:14:27
SR-0000648,W2401-0065,DEP-02,deposition,precursor_flow_sccm,27.067,0,2024-01-11T22:21:27
SR-0000649,W2401-0065,DEP-02,deposition,film_thickness_nm,51.6358,0,2024-01-11T22:28:27
SR-0000650,W2401-0065,DEP-02,deposition,film_thickness_nm,49.7979,0,2024-01-11T22:35:27
SR-0000651,W2401-0066,CMP-01,cmp,polish_pressure_psi,3.4574,0,2024-01-12T01:14:47
SR-0000652,W2401-0066,CMP-01,cmp,polish_pressure_psi,3.3327,0,2024-01-12T01:22:47
SR-0000653,W2401-0066,CMP-01,cmp,platen_speed_rpm,90.4957,0,2024-01-12T01:28:47
SR-0000654,W2401-0066,CMP-01,cmp,platen_speed_rpm,92.2953,0,2024-01-12T01:36:47
SR-0000655,W2401-0066,CMP-01,cmp,slurry_flow_ml_min,194.7036,0,2024-01-12T01:45:47
SR-0000656,W2401-0066,CMP-01,cmp,slurry_flow_ml_min,194.0553,0,2024-01-12T01:53:47
SR-0000657,W2401-0066,CMP-01,cmp,removal_rate_ang_min,1467.1652,0,2024-01-12T02:02:47
SR-0000658,W2401-0066,CMP-01,cmp,removal_rate_ang_min,1456.7483,0,2024-01-12T02:09:47
SR-0000659,W2401-0066,CMP-01,cmp,friction_coeff,0.3347,0,2024-01-12T02:16:47
SR-0000660,W2401-0066,CMP-01,cmp,friction_coeff,0.3888,0,2024-01-12T02:27:47
SR-0000661,W2401-0067,DIFF-02,diffusion,furnace_temp_c,948.7167,0,2024-01-12T05:23:19
SR-0000662,W2401-0067,DIFF-02,diffusion,furnace_temp_c,948.5042,0,2024-01-12T05:31:19
SR-0000663,W2401-0067,DIFF-02,diffusion,ramp_rate_c_min,10.1565,0,2024-01-12T05:41:19
SR-0000664,W2401-0067,DIFF-02,diffusion,ramp_rate_c_min,10.5829,0,2024-01-12T05:46:19
SR-0000665,W2401-0067,DIFF-02,diffusion,ambient_pressure_torr,761.5086,0,2024-01-12T05:54:19
SR-0000666,W2401-0067,DIFF-02,diffusion,ambient_pressure_torr,759.2883,0,2024-01-12T06:02:19
SR-0000667,W2401-0067,DIFF-02,diffusion,gas_ratio,2.0456,0,2024-01-12T06:11:19
SR-0000668,W2401-0067,DIFF-02,diffusion,gas_ratio,1.913,0,2024-01-12T06:20:19
SR-0000669,W2401-0067,DIFF-02,diffusion,anneal_time_min,30.1332,0,2024-01-12T06:29:19
SR-0000670,W2401-0067,DIFF-02,diffusion,anneal_time_min,29.9562,0,2024-01-12T06:37:19
SR-0000671,W2401-0068,LIT-01,litho,exposure_energy_mj,24.8967,0,2024-01-12T09:06:16
SR-0000672,W2401-0068,LIT-01,litho,exposure_energy_mj,24.9392,0,2024-01-12T09:12:16
SR-0000673,W2401-0068,LIT-01,litho,focus_offset_nm,-1.4999,0,2024-01-12T09:23:16
SR-0000674,W2401-0068,LIT-01,litho,focus_offset_nm,-0.6889,0,2024-01-12T09:31:16
SR-0000675,W2401-0068,LIT-01,litho,stage_temp_c,21.7535,0,2024-01-12T09:37:16
SR-0000676,W2401-0068,LIT-01,litho,stage_temp_c,21.7712,0,2024-01-12T09:46:16
SR-0000677,W2401-0068,LIT-01,litho,humidity_pct,43.4709,0,2024-01-12T09:55:16
SR-0000678,W2401-0068,LIT-01,litho,humidity_pct,44.1031,0,2024-01-12T10:01:16
SR-0000679,W2401-0068,LIT-01,litho,dose_uniformity_pct,99.4315,0,2024-01-12T10:08:16
SR-0000680,W2401-0068,LIT-01,litho,dose_uniformity_pct,97.9642,0,2024-01-12T10:18:16
SR-0000681,W2401-0069,CMP-02,cmp,polish_pressure_psi,3.4575,0,2024-01-12T13:27:15
SR-0000682,W2401-0069,CMP-02,cmp,polish_pressure_psi,3.1684,0,2024-01-12T13:36:15
SR-0000683,W2401-0069,CMP-02,cmp,platen_speed_rpm,92.4607,0,2024-01-12T13:42:15
SR-0000684,W2401-0069,CMP-02,cmp,platen_speed_rpm,95.1554,0,2024-01-12T13:51:15
SR-0000685,W2401-0069,CMP-02,cmp,slurry_flow_ml_min,190.6691,0,2024-01-12T13:58:15
SR-0000686,W2401-0069,CMP-02,cmp,slurry_flow_ml_min,198.4454,0,2024-01-12T14:08:15
SR-0000687,W2401-0069,CMP-02,cmp,removal_rate_ang_min,1516.333,0,2024-01-12T14:14:15
SR-0000688,W2401-0069,CMP-02,cmp,removal_rate_ang_min,1442.0071,0,2024-01-12T14:22:15
SR-0000689,W2401-0069,CMP-02,cmp,friction_coeff,0.3447,0,2024-01-12T14:31:15
SR-0000690,W2401-0069,CMP-02,cmp,friction_coeff,0.3311,0,2024-01-12T14:37:15
SR-0000691,W2401-0070,LIT-02,litho,exposure_energy_mj,25.6424,0,2024-01-12T17:34:36
SR-0000692,W2401-0070,LIT-02,litho,exposure_energy_mj,24.8162,0,2024-01-12T17:43:36
SR-0000693,W2401-0070,LIT-02,litho,focus_offset_nm,-0.1079,0,2024-01-12T17:51:36
SR-0000694,W2401-0070,LIT-02,litho,focus_offset_nm,0.9412,0,2024-01-12T18:01:36
SR-0000695,W2401-0070,LIT-02,litho,stage_temp_c,21.9041,0,2024-01-12T18:07:36
SR-0000696,W2401-0070,LIT-02,litho,stage_temp_c,22.2117,0,2024-01-12T18:17:36
SR-0000697,W2401-0070,LIT-02,litho,humidity_pct,47.2694,0,2024-01-12T18:25:36
SR-0000698,W2401-0070,LIT-02,litho,humidity_pct,40.3975,0,2024-01-12T18:32:36
SR-0000699,W2401-0070,LIT-02,litho,dose_uniformity_pct,98.3744,0,2024-01-12T18:38:36
SR-0000700,W2401-0070,LIT-02,litho,dose_uniformity_pct,98.0444,0,2024-01-12T18:46:36
SR-0000701,W2401-0071,LIT-03,litho,exposure_energy_mj,25.508,0,2024-01-12T21:52:51
SR-0000702,W2401-0071,LIT-03,litho,exposure_energy_mj,25.3098,0,2024-01-12T22:03:51
SR-0000703,W2401-0071,LIT-03,litho,focus_offset_nm,-0.5811,0,2024-01-12T22:08:51
SR-0000704,W2401-0071,LIT-03,litho,focus_offset_nm,-2.7974,0,2024-01-12T22:18:51
SR-0000705,W2401-0071,LIT-03,litho,stage_temp_c,22.0569,0,2024-01-12T22:27:51
SR-0000706,W2401-0071,LIT-03,litho,stage_temp_c,22.1555,0,2024-01-12T22:32:51
SR-0000707,W2401-0071,LIT-03,litho,humidity_pct,40.2023,0,2024-01-12T22:42:51
SR-0000708,W2401-0071,LIT-03,litho,humidity_pct,40.1966,0,2024-01-12T22:50:51
SR-0000709,W2401-0071,LIT-03,litho,dose_uniformity_pct,98.3524,0,2024-01-12T22:56:51
SR-0000710,W2401-0071,LIT-03,litho,dose_uniformity_pct,99.6953,0,2024-01-12T23:04:51
SR-0000711,W2401-0072,CMP-02,cmp,polish_pressure_psi,3.3265,0,2024-01-13T02:02:55
SR-0000712,W2401-0072,CMP-02,cmp,polish_pressure_psi,3.4617,0,2024-01-13T02:11:55
SR-0000713,W2401-0072,CMP-02,cmp,platen_speed_rpm,83.9162,0,2024-01-13T02:19:55
SR-0000714,W2401-0072,CMP-02,cmp,platen_speed_rpm,86.2693,0,2024-01-13T02:27:55
SR-0000715,W2401-0072,CMP-02,cmp,slurry_flow_ml_min,198.7609,0,2024-01-13T02:37:55
SR-0000716,W2401-0072,CMP-02,cmp,slurry_flow_ml_min,199.5831,0,2024-01-13T02:44:55
SR-0000717,W2401-0072,CMP-02,cmp,removal_rate_ang_min,1414.7716,0,2024-01-13T02:53:55
SR-0000718,W2401-0072,CMP-02,cmp,removal_rate_ang_min,1484.4986,0,2024-01-13T02:58:55
SR-0000719,W2401-0072,CMP-02,cmp,friction_coeff,0.3197,0,2024-01-13T03:07:55
SR-0000720,W2401-0072,CMP-02,cmp,friction_coeff,0.36,0,2024-01-13T03:16:55
SR-0000721,W2401-0073,CMP-02,cmp,polish_pressure_psi,3.2562,0,2024-01-13T06:18:32
SR-0000722,W2401-0073,CMP-02,cmp,polish_pressure_psi,3.2354,0,2024-01-13T06:27:32
SR-0000723,W2401-0073,CMP-02,cmp,platen_speed_rpm,88.5693,0,2024-01-13T06:35:32
SR-0000724,W2401-0073,CMP-02,cmp,platen_speed_rpm,73.8621,0,2024-01-13T06:43:32
SR-0000725,W2401-0073,CMP-02,cmp,slurry_flow_ml_min,189.4947,0,2024-01-13T06:52:32
SR-0000726,W2401-0073,CMP-02,cmp,slurry_flow_ml_min,200.9446,0,2024-01-13T06:59:32
SR-0000727,W2401-0073,CMP-02,cmp,removal_rate_ang_min,1447.1469,0,2024-01-13T07:06:32
SR-0000728,W2401-0073,CMP-02,cmp,removal_rate_ang_min,1468.0028,0,2024-01-13T07:15:32
SR-0000729,W2401-0073,CMP-02,cmp,friction_coeff,0.342,0,2024-01-13T07:23:32
SR-0000730,W2401-0073,CMP-02,cmp,friction_coeff,0.3817,0,2024-01-13T07:32:32
SR-0000731,W2401-0074,CMP-01,cmp,polish_pressure_psi,3.448,0,2024-01-13T10:25:08
SR-0000732,W2401-0074,CMP-01,cmp,polish_pressure_psi,3.4154,0,2024-01-13T10:33:08
SR-0000733,W2401-0074,CMP-01,cmp,platen_speed_rpm,75.8889,0,2024-01-13T10:42:08
SR-0000734,W2401-0074,CMP-01,cmp,platen_speed_rpm,94.2349,0,2024-01-13T10:51:08
SR-0000735,W2401-0074,CMP-01,cmp,slurry_flow_ml_min,199.6492,0,2024-01-13T10:58:08
SR-0000736,W2401-0074,CMP-01,cmp,slurry_flow_ml_min,201.9067,0,2024-01-13T11:07:08
SR-0000737,W2401-0074,CMP-01,cmp,removal_rate_ang_min,1542.4276,0,2024-01-13T11:14:08
SR-0000738,W2401-0074,CMP-01,cmp,removal_rate_ang_min,1546.0729,0,2024-01-13T11:22:08
SR-0000739,W2401-0074,CMP-01,cmp,friction_coeff,0.3686,0,2024-01-13T11:30:08
SR-0000740,W2401-0074,CMP-01,cmp,friction_coeff,0.3441,0,2024-01-13T11:38:08
SR-0000741,W2401-0075,DIFF-01,diffusion,furnace_temp_c,960.4508,0,2024-01-13T14:12:26
SR-0000742,W2401-0075,DIFF-01,diffusion,furnace_temp_c,949.8343,0,2024-01-13T14:22:26
SR-0000743,W2401-0075,DIFF-01,diffusion,ramp_rate_c_min,10.4222,0,2024-01-13T14:28:26
SR-0000744,W2401-0075,DIFF-01,diffusion,ramp_rate_c_min,9.9209,0,2024-01-13T14:38:26
SR-0000745,W2401-0075,DIFF-01,diffusion,ambient_pressure_torr,756.8084,0,2024-01-13T14:44:26
SR-0000746,W2401-0075,DIFF-01,diffusion,ambient_pressure_torr,755.7287,0,2024-01-13T14:51:26
SR-0000747,W2401-0075,DIFF-01,diffusion,gas_ratio,2.0158,0,2024-01-13T15:01:26
SR-0000748,W2401-0075,DIFF-01,diffusion,gas_ratio,2.1768,0,2024-01-13T15:10:26
SR-0000749,W2401-0075,DIFF-01,diffusion,anneal_time_min,30.8458,0,2024-01-13T15:15:26
SR-0000750,W2401-0075,DIFF-01,diffusion,anneal_time_min,30.8496,0,2024-01-13T15:25:26
SR-0000751,W2401-0076,CMP-02,cmp,polish_pressure_psi,3.0565,0,2024-01-13T18:25:49
SR-0000752,W2401-0076,CMP-02,cmp,polish_pressure_psi,3.6554,0,2024-01-13T18:31:49
SR-0000753,W2401-0076,CMP-02,cmp,platen_speed_rpm,86.3414,0,2024-01-13T18:40:49
SR-0000754,W2401-0076,CMP-02,cmp,platen_speed_rpm,89.8581,0,2024-01-13T18:47:49
SR-0000755,W2401-0076,CMP-02,cmp,slurry_flow_ml_min,180.5411,0,2024-01-13T18:58:49
SR-0000756,W2401-0076,CMP-02,cmp,slurry_flow_ml_min,211.493,0,2024-01-13T19:05:49
SR-0000757,W2401-0076,CMP-02,cmp,removal_rate_ang_min,1520.3338,0,2024-01-13T19:12:49
SR-0000758,W2401-0076,CMP-02,cmp,removal_rate_ang_min,1464.0937,0,2024-01-13T19:20:49
SR-0000759,W2401-0076,CMP-02,cmp,friction_coeff,0.3911,0,2024-01-13T19:27:49
SR-0000760,W2401-0076,CMP-02,cmp,friction_coeff,0.3023,0,2024-01-13T19:38:49
SR-0000761,W2401-0077,ETCH-02,etch,etch_temp_c,165.8276,0,2024-01-13T22:21:47
SR-0000762,W2401-0077,ETCH-02,etch,etch_temp_c,175.4331,0,2024-01-13T22:32:47
SR-0000763,W2401-0077,ETCH-02,etch,etch_pressure_mtorr,8.4073,0,2024-01-13T22:38:47
SR-0000764,W2401-0077,ETCH-02,etch,etch_pressure_mtorr,8.14,0,2024-01-13T22:45:47
SR-0000765,W2401-0077,ETCH-02,etch,rf_power_w,384.5971,0,2024-01-13T22:56:47
SR-0000766,W2401-0077,ETCH-02,etch,rf_power_w,378.8078,0,2024-01-13T23:04:47
SR-0000767,W2401-0077,ETCH-02,etch,gas_flow_sccm,52.0104,0,2024-01-13T23:10:47
SR-0000768,W2401-0077,ETCH-02,etch,gas_flow_sccm,50.173,0,2024-01-13T23:18:47
SR-0000769,W2401-0077,ETCH-02,etch,endpoint_time_s,114.2905,0,2024-01-13T23:28:47
SR-0000770,W2401-0077,ETCH-02,etch,endpoint_time_s,114.8497,0,2024-01-13T23:34:47
SR-0000771,W2401-0078,CMP-01,cmp,polish_pressure_psi,3.6591,0,2024-01-14T02:45:37
SR-0000772,W2401-0078,CMP-01,cmp,polish_pressure_psi,3.8119,0,2024-01-14T02:54:37
SR-0000773,W2401-0078,CMP-01,cmp,platen_speed_rpm,93.7675,0,2024-01-14T03:00:37
SR-0000774,W2401-0078,CMP-01,cmp,platen_speed_rpm,93.9275,0,2024-01-14T03:10:37
SR-0000775,W2401-0078,CMP-01,cmp,slurry_flow_ml_min,206.7114,0,2024-01-14T03:18:37
SR-0000776,W2401-0078,CMP-01,cmp,slurry_flow_ml_min,203.3572,0,2024-01-14T03:24:37
SR-0000777,W2401-0078,CMP-01,cmp,removal_rate_ang_min,1542.7809,0,2024-01-14T03:34:37
SR-0000778,W2401-0078,CMP-01,cmp,removal_rate_ang_min,1522.537,0,2024-01-14T03:43:37
SR-0000779,W2401-0078,CMP-01,cmp,friction_coeff,0.3743,0,2024-01-14T03:49:37
SR-0000780,W2401-0078,CMP-01,cmp,friction_coeff,0.2866,0,2024-01-14T03:57:37
SR-0000781,W2401-0079,DIFF-01,diffusion,furnace_temp_c,954.1502,0,2024-01-14T07:00:49
SR-0000782,W2401-0079,DIFF-01,diffusion,furnace_temp_c,948.8495,0,2024-01-14T07:07:49
SR-0000783,W2401-0079,DIFF-01,diffusion,ramp_rate_c_min,9.7325,0,2024-01-14T07:15:49
SR-0000784,W2401-0079,DIFF-01,diffusion,ramp_rate_c_min,9.9756,0,2024-01-14T07:24:49
SR-0000785,W2401-0079,DIFF-01,diffusion,ambient_pressure_torr,758.5107,0,2024-01-14T07:33:49
SR-0000786,W2401-0079,DIFF-01,diffusion,ambient_pressure_torr,763.0656,0,2024-01-14T07:39:49
SR-0000787,W2401-0079,DIFF-01,diffusion,gas_ratio,2.0133,0,2024-01-14T07:49:49
SR-0000788,W2401-0079,DIFF-01,diffusion,gas_ratio,1.9796,0,2024-01-14T07:56:49
SR-0000789,W2401-0079,DIFF-01,diffusion,anneal_time_min,30.1324,0,2024-01-14T08:04:49
SR-0000790,W2401-0079,DIFF-01,diffusion,anneal_time_min,30.6968,0,2024-01-14T08:13:49
SR-0000791,W2401-0080,IMP-01,implant,beam_current_ma,10.5831,0,2024-01-14T10:56:09
SR-0000792,W2401-0080,IMP-01,implant,beam_current_ma,8.8835,0,2024-01-14T11:01:09
SR-0000793,W2401-0080,IMP-01,implant,beam_energy_kev,45.6424,0,2024-01-14T11:12:09
SR-0000794,W2401-0080,IMP-01,implant,beam_energy_kev,47.4405,0,2024-01-14T11:17:09
SR-0000795,W2401-0080,IMP-01,implant,scan_speed_mm_s,96.3233,0,2024-01-14T11:27:09
SR-0000796,W2401-0080,IMP-01,implant,scan_speed_mm_s,101.9618,0,2024-01-14T11:35:09
SR-0000797,W2401-0080,IMP-01,implant,dose_uniformity_pct,98.8586,0,2024-01-14T11:41:09
SR-0000798,W2401-0080,IMP-01,implant,dose_uniformity_pct,97.3242,0,2024-01-14T11:49:09
SR-0000799,W2401-0080,IMP-01,implant,tilt_angle_deg,7.1053,0,2024-01-14T12:00:09
SR-0000800,W2401-0080,IMP-01,implant,tilt_angle_deg,6.8425,0,2024-01-14T12:07:09
SR-0000801,W2401-0081,CMP-01,cmp,polish_pressure_psi,3.2506,0,2024-01-14T15:22:00
SR-0000802,W2401-0081,CMP-01,cmp,polish_pressure_psi,3.8992,0,2024-01-14T15:33:00
SR-0000803,W2401-0081,CMP-01,cmp,platen_speed_rpm,91.202,0,2024-01-14T15:39:00
SR-0000804,W2401-0081,CMP-01,cmp,platen_speed_rpm,95.9118,0,2024-01-14T15:46:00
SR-0000805,W2401-0081,CMP-01,cmp,slurry_flow_ml_min,198.4907,0,2024-01-14T15:56:00
SR-0000806,W2401-0081,CMP-01,cmp,slurry_flow_ml_min,186.5786,0,2024-01-14T16:02:00
SR-0000807,W2401-0081,CMP-01,cmp,removal_rate_ang_min,1506.4872,0,2024-01-14T16:11:00
SR-0000808,W2401-0081,CMP-01,cmp,removal_rate_ang_min,1541.1962,0,2024-01-14T16:18:00
SR-0000809,W2401-0081,CMP-01,cmp,friction_coeff,0.4243,0,2024-01-14T16:26:00
