lot_id,node,process_step,tool_id,recipe_id,operator,wafer_count,yield_pct,low_yield_flag,timestamp
W2402-0252,5nm,cmp,CMP-02,R-CMP-02,op_diana,25,66.56,1,2024-02-12T09:09:33
W2402-0253,5nm,diffusion,DIFF-01,R-DIF-01,op_alice,25,95.68,0,2024-02-12T12:46:40
W2402-0254,5nm,implant,IMP-02,R-IMP-02,op_bob,25,92.04,0,2024-02-12T17:15:22
W2402-0255,3nm,litho,LIT-03,R-LIT-02,op_eve,25,94.3,0,2024-02-12T21:41:37
W2402-0256,3nm,etch,ETCH-01,R-ETH-04,op_alice,25,89.74,0,2024-02-13T02:04:39
W2402-0257,3nm,implant,IMP-01,R-IMP-02,op_diana,25,90.49,0,2024-02-13T06:26:59
W2402-0258,3nm,etch,ETCH-03,R-ETH-05,op_bob,25,67.8,1,2024-02-13T10:10:01
W2402-0259,5nm,etch,ETCH-02,R-ETH-04,op_eve,25,66.72,1,2024-02-13T14:15:53
W2402-0260,3nm,implant,IMP-02,R-IMP-02,op_alice,25,97.87,0,2024-02-13T18:38:40
W2402-0261,5nm,implant,IMP-02,R-IMP-02,op_bob,25,90.97,0,2024-02-13T22:55:49
W2402-0262,5nm,etch,ETCH-01,R-ETH-05,op_bob,25,93.9,0,2024-02-14T02:36:51
W2402-0263,3nm,cmp,CMP-01,R-CMP-02,op_bob,25,75.34,1,2024-02-14T07:04:55
W2402-0264,3nm,litho,LIT-02,R-LIT-02,op_eve,25,92.75,0,2024-02-14T11:07:03
W2402-0265,3nm,diffusion,DIFF-01,R-DIF-02,op_bob,25,93.53,0,2024-02-14T15:29:28
W2402-0266,3nm,implant,IMP-01,R-IMP-02,op_bob,25,90.35,0,2024-02-14T19:00:24
W2402-0267,5nm,etch,ETCH-03,R-ETH-05,op_carlos,25,59.73,1,2024-02-14T23:12:37
W2402-0268,5nm,cmp,CMP-01,R-CMP-02,op_carlos,25,94.07,0,2024-02-15T02:58:19
W2402-0269,3nm,litho,LIT-02,R-LIT-03,op_eve,25,90.77,0,2024-02-15T06:41:35
W2402-0270,3nm,etch,ETCH-02,R-ETH-04,op_diana,25,90.3,0,2024-02-15T10:36:39
W2402-0271,5nm,deposition,DEP-02,R-OXI-02,op_diana,25,91.2,0,2024-02-15T15:03:15
W2402-0272,5nm,etch,ETCH-01,R-ETH-06,op_eve,25,86.44,0,2024-02-15T19:17:13
W2402-0273,3nm,diffusion,DIFF-01,R-DIF-01,op_alice,25,92.41,0,2024-02-15T23:25:44
W2402-0274,3nm,litho,LIT-03,R-LIT-01,op_alice,25,77.67,1,2024-02-16T03:20:28
W2402-0275,5nm,implant,IMP-02,R-IMP-01,op_alice,25,65.89,1,2024-02-16T07:46:30
W2402-0276,5nm,litho,LIT-03,R-LIT-03,op_diana,25,81.54,1,2024-02-16T11:48:39
W2402-0277,3nm,diffusion,DIFF-02,R-DIF-02,op_carlos,25,92.28,0,2024-02-16T15:27:35
W2402-0278,3nm,implant,IMP-01,R-IMP-02,op_alice,25,91.03,0,2024-02-16T19:25:07
W2402-0279,3nm,litho,LIT-02,R-LIT-02,op_diana,25,77.28,1,2024-02-16T23:46:37
W2402-0280,5nm,implant,IMP-02,R-IMP-01,op_eve,25,93.58,0,2024-02-17T03:46:36
W2402-0281,5nm,deposition,DEP-01,R-DEP-01,op_carlos,25,91.12,0,2024-02-17T07:58:09
W2402-0282,3nm,etch,ETCH-02,R-ETH-04,op_bob,25,88.43,0,2024-02-17T12:01:57
W2402-0283,3nm,deposition,DEP-01,R-OXI-02,op_bob,25,89.83,0,2024-02-17T15:55:51
W2402-0284,5nm,cmp,CMP-01,R-CMP-01,op_eve,25,78.67,1,2024-02-17T20:16:49
W2402-0285,5nm,deposition,DEP-01,R-OXI-02,op_carlos,25,92.57,0,2024-02-18T00:23:08
W2402-0286,5nm,cmp,CMP-01,R-CMP-02,op_alice,25,89.32,0,2024-02-18T04:26:19
W2402-0287,3nm,litho,LIT-02,R-LIT-01,op_diana,25,91.15,0,2024-02-18T08:11:06
W2402-0288,3nm,litho,LIT-01,R-LIT-02,op_diana,25,88.56,0,2024-02-18T12:00:06
W2402-0289,3nm,litho,LIT-01,R-LIT-02,op_diana,25,75.53,1,2024-02-18T15:46:17
W2402-0290,5nm,cmp,CMP-01,R-CMP-02,op_diana,25,91.2,0,2024-02-18T19:49:32
W2402-0291,3nm,implant,IMP-02,R-IMP-01,op_bob,25,92.68,0,2024-02-19T00:18:14
W2402-0292,3nm,litho,LIT-01,R-LIT-02,op_carlos,25,75.03,1,2024-02-19T04:04:20
W2402-0293,5nm,diffusion,DIFF-01,R-DIF-02,op_alice,25,92.19,0,2024-02-19T07:49:08
W2402-0294,5nm,deposition,DEP-02,R-NIT-07,op_diana,25,65.92,1,2024-02-19T12:09:38
W2402-0295,5nm,diffusion,DIFF-01,R-DIF-02,op_carlos,25,73.32,1,2024-02-19T15:47:48
W2402-0296,3nm,deposition,DEP-02,R-NIT-07,op_diana,25,72.18,1,2024-02-19T19:55:46
W2402-0297,3nm,implant,IMP-01,R-IMP-02,op_bob,25,91.31,0,2024-02-20T00:25:36
W2402-0298,3nm,cmp,CMP-02,R-CMP-01,op_carlos,25,92.18,0,2024-02-20T04:13:05
W2402-0299,5nm,diffusion,DIFF-02,R-DIF-02,op_eve,25,72.76,1,2024-02-20T07:47:31
W2402-0300,3nm,litho,LIT-01,R-LIT-03,op_carlos,25,74.7,1,2024-02-20T11:53:09
W2402-0301,5nm,cmp,CMP-01,R-CMP-01,op_alice,25,90.61,0,2024-02-20T16:01:57
W2402-0302,3nm,cmp,CMP-02,R-CMP-02,op_diana,25,92.47,0,2024-02-20T20:03:05
W2402-0303,3nm,deposition,DEP-02,R-DEP-01,op_alice,25,88.7,0,2024-02-20T23:34:33
W2402-0304,5nm,deposition,DEP-02,R-NIT-07,op_bob,25,68.01,1,2024-02-21T03:48:22
W2402-0305,5nm,deposition,DEP-01,R-NIT-07,op_alice,25,92.46,0,2024-02-21T08:01:41
W2402-0306,3nm,implant,IMP-01,R-IMP-01,op_eve,25,76.29,1,2024-02-21T12:10:34
W2402-0307,3nm,etch,ETCH-03,R-ETH-06,op_diana,25,63.33,1,2024-02-21T16:04:52
W2402-0308,5nm,cmp,CMP-01,R-CMP-01,op_bob,25,86.84,0,2024-02-21T20:01:50
W2402-0309,3nm,diffusion,DIFF-01,R-DIF-02,op_carlos,25,92.4,0,2024-02-22T00:19:36
W2402-0310,5nm,diffusion,DIFF-02,R-DIF-02,op_eve,25,79.64,1,2024-02-22T04:18:58
W2402-0311,5nm,diffusion,DIFF-01,R-DIF-01,op_carlos,25,77.9,1,2024-02-22T08:29:23
W2402-0312,5nm,diffusion,DIFF-01,R-DIF-02,op_diana,25,95.51,0,2024-02-22T12:30:02
W2402-0313,3nm,diffusion,DIFF-01,R-DIF-02,op_carlos,25,93.38,0,2024-02-22T16:38:10
W2402-0314,5nm,litho,LIT-02,R-LIT-01,op_bob,25,93.68,0,2024-02-22T20:11:23
W2402-0315,5nm,cmp,CMP-02,R-CMP-02,op_diana,25,76.94,1,2024-02-23T00:39:13
W2402-0316,5nm,etch,ETCH-02,R-ETH-06,op_diana,25,67.14,1,2024-02-23T04:25:42
W2402-0317,5nm,diffusion,DIFF-01,R-DIF-02,op_eve,25,92.52,0,2024-02-23T08:45:06
W2402-0318,3nm,deposition,DEP-01,R-NIT-07,op_carlos,25,94.58,0,2024-02-23T12:54:19
W2402-0319,5nm,litho,LIT-01,R-LIT-01,op_eve,25,90.15,0,2024-02-23T17:13:19
W2402-0320,3nm,etch,ETCH-01,R-ETH-04,op_eve,25,77.03,1,2024-02-23T21:09:01
W2402-0321,5nm,deposition,DEP-03,R-NIT-07,op_eve,25,95.05,0,2024-02-24T00:58:26
W2402-0322,3nm,etch,ETCH-02,R-ETH-04,op_carlos,25,92.87,0,2024-02-24T05:09:12
W2402-0323,5nm,etch,ETCH-03,R-ETH-05,op_diana,25,64.24,1,2024-02-24T08:54:10
W2402-0324,3nm,implant,IMP-01,R-IMP-02,op_eve,25,89.4,0,2024-02-24T12:46:41
W2402-0325,5nm,cmp,CMP-02,R-CMP-02,op_eve,25,96.31,0,2024-02-24T16:58:22
W2402-0326,5nm,litho,LIT-03,R-LIT-02,op_bob,25,92.07,0,2024-02-24T20:55:52
W2402-0327,5nm,deposition,DEP-02,R-NIT-07,op_carlos,25,69.12,1,2024-02-25T01:15:22
W2402-0328,3nm,litho,LIT-01,R-LIT-03,op_diana,25,83.54,0,2024-02-25T05:32:40
W2402-0329,5nm,etch,ETCH-03,R-ETH-04,op_carlos,25,63.13,1,2024-02-25T10:02:10
W2402-0330,5nm,litho,LIT-02,R-LIT-03,op_bob,25,95.32,0,2024-02-25T14:11:27
W2402-0331,5nm,implant,IMP-01,R-IMP-01,op_alice,25,93.12,0,2024-02-25T18:26:46
W2402-0332,3nm,diffusion,DIFF-02,R-DIF-01,op_alice,25,90.46,0,2024-02-25T22:01:26
W2402-0333,3nm,cmp,CMP-01,R-CMP-01,op_diana,25,74.11,1,2024-02-26T01:56:47
W2402-0334,3nm,implant,IMP-01,R-IMP-01,op_eve,25,93.56,0,2024-02-26T05:49:44
W2402-0335,3nm,cmp,CMP-02,R-CMP-01,op_bob,25,95.03,0,2024-02-26T09:56:21
W2402-0336,3nm,litho,LIT-03,R-LIT-03,op_diana,25,90.33,0,2024-02-26T14:20:09
W2402-0337,3nm,etch,ETCH-02,R-ETH-06,op_alice,25,92.04,0,2024-02-26T18:15:55
W2402-0338,3nm,implant,IMP-02,R-IMP-01,op_eve,25,95.39,0,2024-02-26T22:03:01
W2402-0339,5nm,deposition,DEP-03,R-DEP-01,op_bob,25,90.78,0,2024-02-27T01:44:20
W2402-0340,3nm,deposition,DEP-02,R-DEP-01,op_diana,25,92.04,0,2024-02-27T05:49:58
W2402-0341,5nm,diffusion,DIFF-01,R-DIF-02,op_alice,25,92.93,0,2024-02-27T09:54:04
W2402-0342,3nm,cmp,CMP-02,R-CMP-02,op_diana,25,80.91,1,2024-02-27T13:26:28
W2402-0343,5nm,litho,LIT-03,R-LIT-01,op_bob,25,91.21,0,2024-02-27T17:13:06
W2402-0344,3nm,deposition,DEP-03,R-NIT-07,op_bob,25,92.99,0,2024-02-27T21:06:33
W2402-0345,3nm,deposition,DEP-03,R-OXI-02,op_bob,25,68.74,1,2024-02-28T01:03:45
W2402-0346,5nm,etch,ETCH-02,R-ETH-04,op_carlos,25,90.57,0,2024-02-28T05:30:56
W2402-0347,3nm,deposition,DEP-02,R-NIT-07,op_eve,25,72.09,1,2024-02-28T09:08:01
W2402-0348,5nm,diffusion,DIFF-02,R-DIF-01,op_diana,25,69.89,1,2024-02-28T12:42:39
W2402-0349,3nm,etch,ETCH-03,R-ETH-06,op_alice,25,67.31,1,2024-02-28T17:06:18
W2402-0350,5nm,etch,ETCH-01,R-ETH-04,op_eve,25,83.29,0,2024-02-28T21:04:36
W2402-0351,3nm,cmp,CMP-02,R-CMP-02,op_alice,25,79.0,1,2024-02-29T00:48:04
W2402-0352,3nm,cmp,CMP-01,R-CMP-02,op_carlos,25,79.0,1,2024-02-29T04:31:28
W2402-0353,5nm,implant,IMP-01,R-IMP-02,op_carlos,25,89.56,0,2024-02-29T08:18:58
W2402-0354,3nm,etch,ETCH-01,R-ETH-05,op_alice,25,79.88,1,2024-02-29T12:00:41
W2402-0355,5nm,litho,LIT-03,R-LIT-02,op_carlos,25,81.86,1,2024-02-29T16:23:19
W2402-0356,3nm,implant,IMP-02,R-IMP-01,op_alice,25,94.9,0,2024-02-29T19:56:55
W2403-0357,5nm,implant,IMP-02,R-IMP-02,op_alice,25,89.41,0,2024-03-01T00:20:45
W2403-0358,3nm,cmp,CMP-01,R-CMP-01,op_carlos,25,90.56,0,2024-03-01T04:14:25
W2403-0359,5nm,deposition,DEP-02,R-NIT-07,op_bob,25,70.74,1,2024-03-01T08:32:28
W2403-0360,3nm,litho,LIT-01,R-LIT-02,op_diana,25,91.5,0,2024-03-01T12:37:33
W2403-0361,5nm,deposition,DEP-02,R-NIT-07,op_alice,25,70.41,1,2024-03-01T16:53:46
W2403-0362,3nm,etch,ETCH-02,R-ETH-04,op_alice,25,90.01,0,2024-03-01T21:06:03
W2403-0363,5nm,diffusion,DIFF-01,R-DIF-02,op_carlos,25,92.66,0,2024-03-02T01:34:09
W2403-0364,3nm,litho,LIT-02,R-LIT-01,op_bob,25,76.49,1,2024-03-02T05:55:26
W2403-0365,5nm,deposition,DEP-03,R-OXI-02,op_alice,25,90.26,0,2024-03-02T09:37:19
W2403-0366,3nm,litho,LIT-01,R-LIT-01,op_diana,25,92.4,0,2024-03-02T13:22:51
W2403-0367,3nm,litho,LIT-02,R-LIT-01,op_bob,25,90.98,0,2024-03-02T17:41:23
W2403-0368,5nm,cmp,CMP-01,R-CMP-02,op_diana,25,92.81,0,2024-03-02T21:37:22
W2403-0369,3nm,diffusion,DIFF-01,R-DIF-02,op_diana,25,93.54,0,2024-03-03T02:00:22
W2403-0370,3nm,litho,LIT-02,R-LIT-02,op_bob,25,88.87,0,2024-03-03T06:03:25
W2403-0371,3nm,cmp,CMP-02,R-CMP-02,op_eve,25,93.74,0,2024-03-03T09:48:22
W2403-0372,5nm,cmp,CMP-02,R-CMP-01,op_alice,25,91.26,0,2024-03-03T13:52:18
W2403-0373,5nm,diffusion,DIFF-02,R-DIF-01,op_bob,25,79.75,1,2024-03-03T17:25:49
W2403-0374,3nm,etch,ETCH-03,R-ETH-05,op_carlos,25,66.97,1,2024-03-03T21:50:51
W2403-0375,5nm,implant,IMP-02,R-IMP-01,op_carlos,25,91.92,0,2024-03-04T01:35:03
W2403-0376,3nm,cmp,CMP-02,R-CMP-01,op_diana,25,80.78,1,2024-03-04T05:38:52
W2403-0377,5nm,diffusion,DIFF-01,R-DIF-01,op_carlos,25,90.84,0,2024-03-04T09:37:32
W2403-0378,3nm,etch,ETCH-03,R-ETH-06,op_bob,25,55.98,1,2024-03-04T13:26:57
W2403-0379,5nm,implant,IMP-02,R-IMP-01,op_carlos,25,87.92,0,2024-03-04T17:54:35
W2403-0380,3nm,implant,IMP-02,R-IMP-02,op_carlos,25,95.02,0,2024-03-04T21:32:47
W2403-0381,5nm,etch,ETCH-03,R-ETH-06,op_bob,25,69.5,1,2024-03-05T01:58:30
W2403-0382,3nm,implant,IMP-02,R-IMP-01,op_bob,25,89.92,0,2024-03-05T05:39:10
W2403-0383,3nm,implant,IMP-01,R-IMP-02,op_bob,25,91.51,0,2024-03-05T10:04:26
W2403-0384,3nm,implant,IMP-02,R-IMP-02,op_alice,25,92.88,0,2024-03-05T13:53:36
W2403-0385,3nm,deposition,DEP-02,R-DEP-01,op_alice,25,94.56,0,2024-03-05T17:38:34
W2403-0386,5nm,cmp,CMP-02,R-CMP-02,op_eve,25,92.8,0,2024-03-05T21:18:33
W2403-0387,3nm,etch,ETCH-02,R-ETH-04,op_alice,25,91.39,0,2024-03-06T01:35:53
W2403-0388,3nm,cmp,CMP-01,R-CMP-01,op_eve,25,94.1,0,2024-03-06T05:10:20
W2403-0389,5nm,implant,IMP-01,R-IMP-02,op_bob,25,76.45,1,2024-03-06T09:00:36
W2403-0390,5nm,implant,IMP-02,R-IMP-02,op_carlos,25,92.06,0,2024-03-06T13:29:04
W2403-0391,3nm,litho,LIT-02,R-LIT-01,op_diana,25,70.41,1,2024-03-06T17:49:28
W2403-0392,3nm,etch,ETCH-03,R-ETH-05,op_alice,25,59.12,1,2024-03-06T21:25:17
W2403-0393,5nm,litho,LIT-03,R-LIT-03,op_diana,25,94.91,0,2024-03-07T01:23:32
W2403-0394,5nm,etch,ETCH-02,R-ETH-04,op_carlos,25,90.18,0,2024-03-07T05:46:40
W2403-0395,3nm,implant,IMP-01,R-IMP-01,op_carlos,25,92.72,0,2024-03-07T09:50:31
W2403-0396,3nm,diffusion,DIFF-01,R-DIF-02,op_eve,25,89.3,0,2024-03-07T13:45:22
W2403-0397,3nm,cmp,CMP-02,R-CMP-01,op_diana,25,93.51,0,2024-03-07T17:43:51
W2403-0398,3nm,litho,LIT-02,R-LIT-01,op_bob,25,82.73,0,2024-03-07T21:43:59
W2403-0399,5nm,etch,ETCH-03,R-ETH-04,op_eve,25,59.28,1,2024-03-08T02:13:16
W2403-0400,5nm,diffusion,DIFF-02,R-DIF-02,op_carlos,25,63.01,1,2024-03-08T05:47:18
W2403-0401,5nm,litho,LIT-02,R-LIT-01,op_bob,25,88.98,0,2024-03-08T09:52:33
W2403-0402,3nm,diffusion,DIFF-01,R-DIF-02,op_eve,25,90.66,0,2024-03-08T13:28:34
W2403-0403,5nm,cmp,CMP-02,R-CMP-02,op_alice,25,93.19,0,2024-03-08T17:51:14
W2403-0404,5nm,deposition,DEP-03,R-DEP-01,op_alice,25,94.24,0,2024-03-08T21:45:20
W2403-0405,5nm,litho,LIT-02,R-LIT-02,op_carlos,25,91.45,0,2024-03-09T02:10:35
W2403-0406,3nm,etch,ETCH-02,R-ETH-06,op_diana,25,94.86,0,2024-03-09T05:46:29
W2403-0407,5nm,diffusion,DIFF-01,R-DIF-01,op_diana,25,93.12,0,2024-03-09T09:35:44
W2403-0408,5nm,litho,LIT-03,R-LIT-01,op_alice,25,96.52,0,2024-03-09T13:51:18
W2403-0409,3nm,diffusion,DIFF-01,R-DIF-01,op_bob,25,79.56,1,2024-03-09T17:51:43
W2403-0410,5nm,implant,IMP-01,R-IMP-02,op_carlos,25,93.32,0,2024-03-09T21:24:45
W2403-0411,3nm,etch,ETCH-02,R-ETH-05,op_eve,25,89.35,0,2024-03-10T01:02:11
W2403-0412,5nm,diffusion,DIFF-02,R-DIF-02,op_bob,25,93.01,0,2024-03-10T05:29:49
W2403-0413,3nm,cmp,CMP-01,R-CMP-01,op_eve,25,90.35,0,2024-03-10T09:05:14
W2403-0414,3nm,implant,IMP-01,R-IMP-02,op_diana,25,87.02,0,2024-03-10T12:48:31
W2403-0415,5nm,etch,ETCH-03,R-ETH-04,op_eve,25,62.68,1,2024-03-10T16:59:27
W2403-0416,5nm,cmp,CMP-02,R-CMP-02,op_diana,25,95.38,0,2024-03-10T21:26:02
W2403-0417,5nm,diffusion,DIFF-01,R-DIF-01,op_eve,25,98.52,0,2024-03-11T01:36:39
W2403-0418,5nm,deposition,DEP-03,R-DEP-01,op_diana,25,70.5,1,2024-03-11T05:40:21
W2403-0419,5nm,etch,ETCH-01,R-ETH-06,op_bob,25,73.97,1,2024-03-11T09:26:01
W2403-0420,5nm,implant,IMP-01,R-IMP-01,op_diana,25,87.77,0,2024-03-11T13:32:01
W2403-0421,5nm,cmp,CMP-02,R-CMP-01,op_eve,25,91.15,0,2024-03-11T17:17:35
W2403-0422,5nm,implant,IMP-02,R-IMP-02,op_bob,25,88.86,0,2024-03-11T21:00:55
W2403-0423,3nm,deposition,DEP-01,R-NIT-07,op_bob,25,91.77,0,2024-03-12T01:23:31
W2403-0424,5nm,implant,IMP-01,R-IMP-01,op_carlos,25,87.99,0,2024-03-12T05:48:16
W2403-0425,5nm,deposition,DEP-02,R-NIT-07,op_eve,25,63.97,1,2024-03-12T10:10:33
W2403-0426,3nm,cmp,CMP-01,R-CMP-01,op_diana,25,89.46,0,2024-03-12T14:32:32
W2403-0427,5nm,cmp,CMP-02,R-CMP-01,op_carlos,25,91.52,0,2024-03-12T19:02:05
W2403-0428,5nm,implant,IMP-01,R-IMP-02,op_alice,25,94.0,0,2024-03-12T22:36:56
W2403-0429,3nm,cmp,CMP-01,R-CMP-01,op_eve,25,92.06,0,2024-03-13T02:17:03
W2403-0430,5nm,cmp,CMP-01,R-CMP-01,op_eve,25,66.92,1,2024-03-13T06:12:47
W2403-0431,3nm,implant,IMP-01,R-IMP-01,op_carlos,25,91.56,0,2024-03-13T09:54:13
W2403-0432,3nm,litho,LIT-02,R-LIT-02,op_diana,25,93.08,0,2024-03-13T13:42:35
W2403-0433,5nm,cmp,CMP-01,R-CMP-02,op_diana,25,90.98,0,2024-03-13T17:48:22
W2403-0434,3nm,etch,ETCH-03,R-ETH-04,op_bob,25,65.68,1,2024-03-13T21:42:34
W2403-0435,3nm,cmp,CMP-02,R-CMP-01,op_eve,25,91.19,0,2024-03-14T01:34:34
W2403-0436,3nm,litho,LIT-03,R-LIT-01,op_diana,25,90.79,0,2024-03-14T05:43:47
W2403-0437,3nm,implant,IMP-01,R-IMP-02,op_diana,25,92.44,0,2024-03-14T09:55:54
W2403-0438,5nm,diffusion,DIFF-01,R-DIF-02,op_alice,25,88.54,0,2024-03-14T14:05:39
W2403-0439,5nm,etch,ETCH-03,R-ETH-04,op_carlos,25,61.58,1,2024-03-14T18:22:44
W2403-0440,3nm,litho,LIT-03,R-LIT-02,op_bob,25,91.6,0,2024-03-14T22:17:19
W2403-0441,3nm,litho,LIT-01,R-LIT-03,op_alice,25,95.96,0,2024-03-15T02:16:09
W2403-0442,3nm,diffusion,DIFF-01,R-DIF-01,op_carlos,25,89.38,0,2024-03-15T05:55:06
W2403-0443,5nm,deposition,DEP-02,R-DEP-01,op_alice,25,93.97,0,2024-03-15T09:52:31
W2403-0444,5nm,cmp,CMP-01,R-CMP-01,op_alice,25,74.11,1,2024-03-15T13:44:07
W2403-0445,5nm,implant,IMP-01,R-IMP-02,op_carlos,25,96.67,0,2024-03-15T18:11:26
W2403-0446,5nm,deposition,DEP-02,R-OXI-02,op_diana,25,93.12,0,2024-03-15T22:05:28
W2403-0447,3nm,etch,ETCH-01,R-ETH-05,op_eve,25,75.12,1,2024-03-16T01:42:15
W2403-0448,5nm,diffusion,DIFF-01,R-DIF-01,op_diana,25,90.87,0,2024-03-16T05:48:56
W2403-0449,5nm,cmp,CMP-01,R-CMP-01,op_carlos,25,91.78,0,2024-03-16T09:25:43
W2403-0450,3nm,implant,IMP-02,R-IMP-01,op_diana,25,91.67,0,2024-03-16T13:40:20
W2403-0451,5nm,implant,IMP-02,R-IMP-01,op_eve,25,72.41,1,2024-03-16T17:25:15
W2403-0452,5nm,cmp,CMP-01,R-CMP-01,op_diana,25,91.04,0,2024-03-16T21:25:35
W2403-0453,5nm,cmp,CMP-01,R-CMP-01,op_diana,25,94.02,0,2024-03-17T01:28:37
W2403-0454,5nm,cmp,CMP-02,R-CMP-01,op_diana,25,80.1,1,2024-03-17T05:03:53
W2403-0455,3nm,diffusion,DIFF-02,R-DIF-01,op_diana,25,80.49,1,2024-03-17T09:06:50
W2403-0456,5nm,implant,IMP-02,R-IMP-02,op_alice,25,80.33,1,2024-03-17T13:04:06
W2403-0457,5nm,diffusion,DIFF-02,R-DIF-01,op_alice,25,94.32,0,2024-03-17T17:12:07
W2403-0458,5nm,litho,LIT-02,R-LIT-03,op_bob,25,90.24,0,2024-03-17T21:26:40
W2403-0459,5nm,etch,ETCH-02,R-ETH-04,op_carlos,25,94.02,0,2024-03-18T01:52:29
W2403-0460,3nm,cmp,CMP-02,R-CMP-01,op_diana,25,80.59,1,2024-03-18T06:12:44
W2403-0461,3nm,implant,IMP-01,R-IMP-01,op_alice,25,93.36,0,2024-03-18T10:38:12
W2403-0462,5nm,diffusion,DIFF-02,R-DIF-02,op_eve,25,95.66,0,2024-03-18T14:44:14
W2403-0463,5nm,cmp,CMP-01,R-CMP-01,op_diana,25,89.86,0,2024-03-18T19:12:03
W2403-0464,5nm,implant,IMP-01,R-IMP-01,op_bob,25,90.53,0,2024-03-18T23:12:47
W2403-0465,3nm,diffusion,DIFF-02,R-DIF-01,op_carlos,25,90.54,0,2024-03-19T03:23:08
W2403-0466,5nm,implant,IMP-02,R-IMP-02,op_alice,25,77.47,1,2024-03-19T07:28:06
W2403-0467,3nm,deposition,DEP-03,R-NIT-07,op_bob,25,94.04,0,2024-03-19T11:10:05
W2403-0468,3nm,deposition,DEP-02,R-DEP-01,op_eve,25,88.76,0,2024-03-19T15:25:18
W2403-0469,3nm,implant,IMP-02,R-IMP-01,op_eve,25,92.96,0,2024-03-19T19:39:40
W2403-0470,5nm,cmp,CMP-02,R-CMP-02,op_eve,25,72.55,1,2024-03-19T23:49:33
W2403-0471,3nm,implant,IMP-02,R-IMP-01,op_bob,25,88.36,0,2024-03-20T03:46:08
W2403-0472,3nm,etch,ETCH-01,R-ETH-06,op_eve,25,77.17,1,2024-03-20T07:26:46
W2403-0473,3nm,diffusion,DIFF-02,R-DIF-01,op_carlos,25,61.26,1,2024-03-20T11:12:38
W2403-0474,5nm,cmp,CMP-02,R-CMP-01,op_carlos,25,85.81,0,2024-03-20T15:18:26
W2403-0475,5nm,litho,LIT-02,R-LIT-01,op_bob,25,91.0,0,2024-03-20T18:58:00
W2403-0476,5nm,etch,ETCH-03,R-ETH-06,op_diana,25,68.23,1,2024-03-20T22:47:52
W2403-0477,5nm,cmp,CMP-01,R-CMP-01,op_alice,25,91.1,0,2024-03-21T02:18:24
W2403-0478,5nm,litho,LIT-03,R-LIT-02,op_eve,25,90.0,0,2024-03-21T06:11:33
W2403-0479,3nm,deposition,DEP-03,R-DEP-01,op_carlos,25,62.36,1,2024-03-21T10:08:17
W2403-0480,3nm,implant,IMP-01,R-IMP-01,op_bob,25,80.37,1,2024-03-21T14:10:34
W2403-0481,5nm,implant,IMP-01,R-IMP-01,op_alice,25,75.65,1,2024-03-21T18:22:43
W2403-0482,3nm,diffusion,DIFF-01,R-DIF-02,op_diana,25,89.31,0,2024-03-21T22:40:23
W2403-0483,3nm,diffusion,DIFF-01,R-DIF-01,op_eve,25,71.76,1,2024-03-22T02:11:23
W2403-0484,5nm,diffusion,DIFF-01,R-DIF-02,op_diana,25,94.3,0,2024-03-22T05:58:47
W2403-0485,3nm,cmp,CMP-01,R-CMP-01,op_bob,25,91.91,0,2024-03-22T10:18:06
W2403-0486,5nm,implant,IMP-02,R-IMP-01,op_eve,25,87.54,0,2024-03-22T14:26:09
W2403-0487,3nm,litho,LIT-03,R-LIT-03,op_diana,25,86.11,0,2024-03-22T18:04:38
W2403-0488,5nm,etch,ETCH-02,R-ETH-06,op_eve,25,77.05,1,2024-03-22T22:19:32
W2403-0489,3nm,diffusion,DIFF-02,R-DIF-01,op_carlos,25,90.72,0,2024-03-23T01:56:24
W2403-0490,3nm,implant,IMP-02,R-IMP-02,op_carlos,25,79.69,1,2024-03-23T05:41:27
W2403-0491,5nm,cmp,CMP-02,R-CMP-02,op_eve,25,68.52,1,2024-03-23T10:05:27
W2403-0492,3nm,litho,LIT-02,R-LIT-01,op_bob,25,91.16,0,2024-03-23T14:32:59
W2403-0493,5nm,cmp,CMP-02,R-CMP-02,op_carlos,25,88.52,0,2024-03-23T18:24:33
W2403-0494,3nm,deposition,DEP-01,R-OXI-02,op_bob,25,75.9,1,2024-03-23T22:01:04
W2403-0495,3nm,diffusion,DIFF-02,R-DIF-01,op_alice,25,89.03,0,2024-03-24T01:32:12
W2403-0496,3nm,deposition,DEP-02,R-DEP-01,op_eve,25,91.0,0,2024-03-24T05:30:31
W2403-0497,5nm,diffusion,DIFF-01,R-DIF-02,op_carlos,25,88.31,0,2024-03-24T09:17:59
W2403-0498,3nm,diffusion,DIFF-01,R-DIF-02,op_bob,25,70.77,1,2024-03-24T13:36:22
W2403-0499,5nm,deposition,DEP-01,R-DEP-01,op_diana,25,86.48,0,2024-03-24T17:50:32
W2403-0500,3nm,litho,LIT-03,R-LIT-01,op_eve,25,93.98,0,2024-03-24T21:36:23
